name,google_id,place_id,location_link,reviews_link,reviews_per_score,rating,review_id,author_link,author_title,author_id,author_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChdDSUhNMG9nS0VJQ0FnSURtX3IyQTBnRRAB,https://www.google.com/maps/contrib/117109706037751343754?hl=en-US,Bas Barath,117109706037751343754,https://lh3.googleusercontent.com/a/AATXAJx5Ne8-Yt-f_ybZ7xeDl_cTRT5mqEvYVGw_WP35=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"We had a wonderful Saturday night dinner. They had a fire dancer by the beach and a music band all night. The seafood grill was good and their buttered seafood appetizers were delicious. The grilled lamb was very chewy and not edible, so I would avoid it if possible. Overall the atmosphere was great, the service was good for a packed restaurant and food tasted good.",https://lh5.googleusercontent.com/p/AF1QipN3aVypJTK27dHJZbKg-0YC3QRyAULc4dvwiGKA,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117109706037751343754!2s0x0:0x5a042f68c0ad453?hl=en-US,5,1643523655,01/30/2022 06:20:55,2,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChZDSUhNMG9nS0VJQ0FnSURtcXRYb2Z3EAE,https://www.google.com/maps/contrib/100926942539820654738?hl=en-US,Afzal Farook,100926942539820654738,https://lh3.googleusercontent.com/a-/AOh14Gh-hMZBbEde3jWfhtF_lAmd1GsWOxmdKw8K3Dgtrw=s120-c-c0x00000000-cc-rp-mo-ba4-br100,Service was brilliant and the spicy and very diverse menu actually rocks!! We had around 15 pax for dinner which we had to reserve 2 days in advance cause they are so busy. They allowed us to bring our cake since we were celebrating and also hard liquor free of charge. They only sell wine and beer. There was a fire dancer who performed and we generally gave him some cash. They set up a table on the beach specially for us. Staff was friendly and accommodating.,https://lh5.googleusercontent.com/p/AF1QipPhogtiExvp3fGiwXucoi3jD6iCwyYm_3I3201v,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s100926942539820654738!2s0x0:0x5a042f68c0ad453?hl=en-US,5,1643089843,01/25/2022 05:50:43,1,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChdDSUhNMG9nS0VJQ0FnSURHMlpyZF9RRRAB,https://www.google.com/maps/contrib/111504476082664697328?hl=en-US,Sameera Samarasekara,111504476082664697328,https://lh3.googleusercontent.com/a-/AOh14GikoDRy9k7U_AUM4qB1i_x4_DcSZfdSXAhxi9XL_eY=s120-c-c0x00000000-cc-rp-mo-ba6-br100,"A nice bar and dining space in Colombo. We can park vehicles 🚗 in the roadside. You need to be careful when you cross the railroad 🛤, because it is difficult to recognize approaching trains. Foods are really tasty 😋. I would like to recommend the soft beverages here, apple 🍏 juice and lime juice are the best. At night, there sing 🎵 gentle songs.",https://lh5.googleusercontent.com/p/AF1QipOBFhNJl2174-1yBisPAT7y4P6GxI1Te_l5KCuu,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111504476082664697328!2s0x0:0x5a042f68c0ad453?hl=en-US,3,1638495356,12/03/2021 01:35:56,0,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChdDSUhNMG9nS0VJQ0FnSUNtOWRDUy13RRAB,https://www.google.com/maps/contrib/102915155204602043946?hl=en-US,P. Savidya Jayawardena,102915155204602043946,https://lh3.googleusercontent.com/a-/AOh14Gg-ZxZzigL4lHyGUZKUJY4hbXVm6bT5H_yGVQrLeQ=s120-c-c0x00000000-cc-rp-mo-br100,"We went there on 31st December 2021. They had arranged a special evening which included an entrance fee as well.
The restaurant ambiance was good. Our orders came without any delay.
But food was not seasoned well and not spicy at all. No enough salt and pepper. Other than that we had a good time.",https://lh5.googleusercontent.com/p/AF1QipNeZlthUz4meqwsZw3bb5jfqKk8zuDtPBlUJpfx,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102915155204602043946!2s0x0:0x5a042f68c0ad453?hl=en-US,4,1641358988,01/05/2022 05:03:08,4,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChZDSUhNMG9nS0VJQ0FnSUNHOHVtN1VnEAE,https://www.google.com/maps/contrib/116334834332067248686?hl=en-US,Chrishatheya Victor,116334834332067248686,https://lh3.googleusercontent.com/a-/AOh14GiWgPxaB4pz-0AzZdlfuEpp0b13g-KtsWALAOOVyA=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Nice place decorated by the natural assets. The sea view and the location is Fantastic for mind peace. Best place for romantic candle 🕯 light dinners with your loved one. So many varieties of starters, Noodles, drinks and rice. Liquor also available here. Taste is so good, for the taste and the quality of the food price can be reasonable.",https://lh5.googleusercontent.com/p/AF1QipMyYN4e4yQfnNtQTo27OMtOOGjFf5vxHsfMzAug,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116334834332067248686!2s0x0:0x5a042f68c0ad453?hl=en-US,5,1635174363,10/25/2021 15:06:03,5,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChdDSUhNMG9nS0VJQ0FnSUNXdE1fU2h3RRAB,https://www.google.com/maps/contrib/114596928947134385741?hl=en-US,Samudra De Silva,114596928947134385741,https://lh3.googleusercontent.com/a-/AOh14GjuML_FJYWRFvfNDrB0R9Y0NqF53-ayXD4qct8Gxg=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"We dropped in for a quick drink. Dirty martini was on point.  Tequila sunrise had too much of syrup in it and tasted almost like cordial. Hot butter prawns were fresh, well prepared, juicey and crunchy at the same time, well deserved 10/10. Great ambience. Sea breeze, nicely lit,  good music and everything needed for a perfect evening. Prior reservation is recommended if you'd like a table right on the beach. The garden area with Pandan trees has a nice private feel to it.",https://lh5.googleusercontent.com/p/AF1QipMpQBaDUmzWbEkeMkTnsTH-P-CWOQzAB-f-eQVc,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s114596928947134385741!2s0x0:0x5a042f68c0ad453?hl=en-US,5,1645642417,02/23/2022 18:53:37,8,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChZDSUhNMG9nS0VJQ0FnSUNXZzdXbmN3EAE,https://www.google.com/maps/contrib/108497353355173365434?hl=en-US,Diluxshan Vakeesan,108497353355173365434,https://lh3.googleusercontent.com/a-/AOh14GhgnSe-PJm1eH2ig48OWj6W_rQXpkXIDimURnvqCUc=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Actually its a Good place for Dinner out. The dishes are delicious and tasty. No doubts on the taste. And customer handling is high.

Note : Better call them and reserve a table for your time. (Mostly it will full around 9pm)

Much recommend place.",https://lh5.googleusercontent.com/p/AF1QipM-Od4mytHUsWtZho_-kWR_4vk3WIQJNqwnccsi,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s108497353355173365434!2s0x0:0x5a042f68c0ad453?hl=en-US,5,1646460258,03/05/2022 06:04:18,0,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChZDSUhNMG9nS0VJQ0FnSURtbk5yelJ3EAE,https://www.google.com/maps/contrib/116239439288264626331?hl=en-US,Andrew Wang,116239439288264626331,https://lh3.googleusercontent.com/a-/AOh14Ghm-uEzS1VfSbYk-v-rCla-_qDV4bFM069fNN7nIQ=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"Nice spot for dinner on the beach. We had black pepper crab, grilled king prawns, and a seafood hotpot. Crab was excellent, though the prawns were not as big as one might expect. Bottled water is expensive though!",https://lh5.googleusercontent.com/p/AF1QipPeQAazSHCDU6KwvmLkW2pISybuvDfKfQy3lVfA,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116239439288264626331!2s0x0:0x5a042f68c0ad453?hl=en-US,4,1642783892,01/21/2022 16:51:32,0,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChdDSUhNMG9nS0VJQ0FnSUNXZ2JqSF93RRAB,https://www.google.com/maps/contrib/103281027252436819733?hl=en-US,Rashi Fernando,103281027252436819733,https://lh3.googleusercontent.com/a-/AOh14GiShTA9905L8uY7wZ8GpHZz72bEX0HaQRghF5zkRQ=s120-c-c0x00000000-cc-rp-mo-ba4-br100,"It's a perfect place for a spend your friday night with your gang also it's a good place for date night with a breathtaking sea view.

In weekend and friday night specifically you can enjoy live music and dance with tiquila
All the foods are so delicious and i love their cocktails.",https://lh5.googleusercontent.com/p/AF1QipN-phsJynUamnDJsmjoxJrNHzEWL3sM2VtKx3T6,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s103281027252436819733!2s0x0:0x5a042f68c0ad453?hl=en-US,5,1646063977,02/28/2022 15:59:37,0,405397593142252627
Barracuda Sea Food & Grill,0x3ae25ba43735a19b:0x5a042f68c0ad453,ChIJm6E1N6Rb4joRU9QKjPZCoAU,"https://www.google.com/maps/place/Barracuda+Sea+Food+%26+Grill/@6.861901199999999,79.8598619,14z/data=!4m8!1m2!2m1!1sBarracuda+Sea+Food+%26+Grill!3m4!1s0x3ae25ba43735a19b:0x5a042f68c0ad453!8m2!3d6.861901199999999!4d79.8598619",https://search.google.com/local/reviews?placeid=ChIJm6E1N6Rb4joRU9QKjPZCoAU&q=*&authuser=0&hl=en&gl=US,"{""1"": 176, ""2"": 108, ""3"": 475, ""4"": 1308, ""5"": 1874}",4.2,ChdDSUhNMG9nS0VJQ0FnSUNheWFpZG5nRRAB,https://www.google.com/maps/contrib/117187426025327073185?hl=en-US,Rushini Jayawardena,117187426025327073185,https://lh3.googleusercontent.com/a-/AOh14GjdRIHjSy5coFGhHHnR-xRSCB8nJVUWbaUYbmikJA=s120-c-c0x00000000-cc-rp-mo-ba3-br100,"Beautiful ambiance, right by the ocean. Waitstaff was attentive and helpful. Beachside seating limited, so we ended up sitting in a more enclosed outdoor area. Food was tasty and the live music really tied everything together",https://lh5.googleusercontent.com/p/AF1QipMjhI6dsCGffWWl6R9rSH1vmeuyqnFQ4NIeGHYY,,,,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s117187426025327073185!2s0x0:0x5a042f68c0ad453?hl=en-US,4,1627964036,08/03/2021 04:13:56,1,405397593142252627
